5408, 0, 9000, -183.199, 9305.26
5408, 1, 9000, 4.80603, 9209.43
5408, 2, 9000, 153.572, 9271.29
5408, 3, 9000, 352.252, 9263.32
5408, 4, 9456, 134.752, 8926.73
5409, 0, 9000, 343.026, 9196.3
5409, 1, 15943, -77.7118, 6905.99
5439, 0, 9000, -74.4198, 7625.65
5439, 1, 9000, -137.318, 7661.82
5439, 2, 15720, 62.9864, 5786.34
5440, 0, 9000, 562.254, 7703.06
5440, 1, 9000, 471.412, 7641.14
5440, 2, 9000, -148.503, 7744.4
5440, 3, 9000, -66.8182, 7655.89
5440, 4, 9000, 3.71758, 7641.69
5440, 5, 9000, -24.379, 7607.75
5440, 6, 11505, -29.7853, 6888.66
5441, 0, 9000, 335.645, 7672.01
5441, 1, 9000, -208.788, 7729.21
5441, 2, 9000, 275.359, 7779.01
5441, 3, 9000, 43.4484, 7689.89
5441, 4, 9000, -312.22, 7533.72
5441, 5, 9000, -75.6291, 7584.78
5441, 6, 9835, 157.332, 7367.96
5442, 0, 9000, -4.79887, 7783.31
5442, 1, 9000, -169.575, 7637.09
5442, 2, 9000, -133.797, 7674.32
5442, 3, 9000, -45.5474, 7739.66
5442, 4, 9000, 72.0846, 7733.45
5442, 5, 14408, -40.4576, 6082.13
5443, 0, 9000, 349.628, 7584.89
5443, 1, 9000, -131.601, 7635.16
5443, 2, 9000, 16.4211, 7567.12
5443, 3, 9000, -171.674, 7619.23
5443, 4, 9000, -99.1459, 7713.7
5443, 5, 9000, 583.18, 7741.14
5443, 6, 17001, -81.9056, 5623.44
5444, 0, 9000, -88.113, 7597.23
5444, 1, 9000, -165.079, 7702
5444, 2, 9000, 16.4974, 7609.1
5444, 3, 9000, -12.6495, 7773.02
5444, 4, 9000, -180.786, 7557.18
5444, 5, 16027, 15.3547, 5757.68
5445, 0, 9000, -595.157, 7743.22
5445, 1, 9000, -119.57, 7695.21
5445, 2, 9000, -90.7557, 7705.42
5445, 3, 9000, 100.092, 7707.68
5445, 4, 9000, 177.539, 7658.28
5445, 5, 9000, -120.865, 7757.39
5445, 6, 9000, -162.349, 7795.66
5445, 7, 9000, 65.6331, 7693.8
5445, 8, 14103, -91.4154, 6217.88
5446, 0, 8451, 1.59279, 7965.24
5447, 0, 9000, -199.179, 7707.4
5447, 1, 11186, 98.1807, 6949.45
5448, 0, 8270, 0, 8070.55
5449, 0, 9000, 150.645, 8321.09
5449, 1, 13750, -179.475, 6626.4
5450, 0, 9000, 11.319, 8231.12
5450, 1, 12936, -10.1166, 6642.47
5451, 0, 9000, 104.167, 7640.8
5451, 1, 9000, 128.783, 7668.93
5451, 2, 14616, 42.1381, 6057.85
5453, 0, 9000, 57.6991, 7785.11
5453, 1, 9000, -46.5159, 7684.16
5453, 2, 16202, -192.527, 5751.27
5454, 0, 9000, 180.422, 8329.32
5454, 1, 9000, -554.563, 8242.8
5454, 2, 9000, -94.2092, 8115.12
5454, 3, 9000, -37.5776, 8256.07
5454, 4, 9000, -152.744, 8245.35
5454, 5, 9000, -15.7877, 8133.93
5454, 6, 9000, -205.712, 8088.33
5454, 7, 9000, -62.1601, 8154.94
5454, 8, 11983, -531.695, 7141.13
5455, 0, 9000, -123.468, 8292.73
5455, 1, 9000, 191.726, 8240.33
5455, 2, 9000, -198.914, 8095.33
5455, 3, 9000, 27.0955, 8160.56
5455, 4, 9000, 213.782, 8125.73
5455, 5, 9000, 364.309, 8208.81
5455, 6, 15935, -12.567, 6132.31
5456, 0, 9000, 1874.28, 8156.42
5456, 1, 9000, -138.567, 8081.86
5456, 2, 9000, -16.3594, 8092.81
5456, 3, 13994, 470.786, 6521.98
5457, 0, 9000, -222.261, 8085.27
5457, 1, 9000, 244.191, 8112.47
5457, 2, 9000, -93.8114, 8102.04
5457, 3, 9000, -163.103, 8171.2
5457, 4, 9000, -388.575, 8141.21
5457, 5, 9000, -139.102, 8184.86
5457, 6, 9000, -676.677, 8069.64
5457, 7, 9000, 121.397, 8140.88
5457, 8, 14044, -339.819, 6492.41
5458, 0, 9000, -517.821, 8141.85
5458, 1, 9000, -174.087, 8089.28
5458, 2, 9000, -2005.6, 8148.57
5458, 3, 9000, -155.431, 8160.14
5458, 4, 9000, 136.238, 8014.62
5458, 5, 9000, -504.461, 8054.46
5458, 6, 9000, -921.796, 8267.96
5458, 7, 9000, -128.227, 8090.59
5458, 8, 9000, 200.797, 8056.18
5458, 9, 9198, 111.091, 7995.61
5459, 0, 9000, 715.607, 8227.49
5459, 1, 9000, -90.4577, 8232.34
5459, 2, 9000, 234.398, 8243.74
5459, 3, 9000, -4691.71, 8279.68
5459, 4, 9000, -785.846, 8148.32
5459, 5, 9000, -630.977, 7962.49
5459, 6, 17964, 319.201, 5706.39
5460, 0, 9000, 556.287, 8191.71
5460, 1, 9000, -1252.15, 8135.97
5460, 2, 9000, -223.009, 8162.18
5460, 3, 9000, 193.274, 8255.45
5460, 4, 9000, 194.95, 8337.54
5460, 5, 9000, -208.612, 8262.75
5460, 6, 9000, -357.384, 8140.46
5460, 7, 9000, 53.5984, 8191.96
5460, 8, 9000, -195.328, 8174.48
5460, 9, 12410, -250.987, 6928.15
5461, 0, 9000, -1869.88, 8288.12
5461, 1, 9000, 288.926, 8041.64
5461, 2, 9000, 143.817, 8116.41
5461, 3, 9000, 594.051, 8222.91
5461, 4, 9000, -80.5685, 8166.29
5461, 5, 9000, 21.0408, 8163.31
5461, 6, 9000, -673.747, 8187.92
5461, 7, 9000, 195.523, 8172.79
5461, 8, 10875, -76.138, 7383.61
5462, 0, 9000, -74.4064, 8140.48
5462, 1, 9000, -699.59, 8134.9
5462, 2, 9000, -231.197, 8181.31
5462, 3, 9000, -64.7225, 8110.44
5462, 4, 9000, -95.8973, 8186.36
5462, 5, 9000, -383.359, 8205.6
5462, 6, 9000, -197.226, 8029.35
5462, 7, 9000, -201.294, 8220.5
5462, 8, 9000, -238.861, 8131.38
5462, 9, 11383, 106.871, 7324.93
5463, 0, 9000, -302.448, 8083.98
5463, 1, 9000, 781.315, 8162.73
5463, 2, 9000, 311.76, 8141.36
5463, 3, 9000, 291.443, 8127.89
5463, 4, 9000, 421.247, 8301.48
5463, 5, 9000, -419.412, 8265.14
5463, 6, 9000, -144.294, 8217.72
5463, 7, 13143, 257.489, 6801.22
5464, 0, 9000, 300.354, 8117.06
5464, 1, 9000, -69.792, 8185.26
5464, 2, 9000, 94.7267, 8175.3
5464, 3, 9000, -136.059, 8017.23
5464, 4, 9000, -1254.52, 8359.59
5464, 5, 9000, 511.249, 8311.86
5464, 6, 9000, -1027.43, 8130.76
5464, 7, 11044, -401.34, 7292.23
5465, 0, 9000, -577.216, 8109.91
5465, 1, 9000, -462.404, 8164.24
5465, 2, 9000, 215.767, 8073.54
5465, 3, 9000, 1861.09, 8283.72
5465, 4, 9000, 412.525, 8159.49
5465, 5, 9000, 656.996, 8029.89
5465, 6, 16138, -417.283, 6116.27
5466, 0, 9000, -276.168, 8154.78
5466, 1, 9000, -221.653, 8048.97
5466, 2, 9000, 253.546, 8004.13
5466, 3, 9000, 250.035, 8147.1
5466, 4, 9000, -411.816, 8110.62
5466, 5, 16416, -427.483, 5992.61
5467, 0, 9000, -153.033, 8108.36
5467, 1, 9000, 222.841, 8100.46
5467, 2, 9000, 391.444, 8192.86
5467, 3, 9000, 214.026, 8073.72
5467, 4, 9000, -161.64, 8081.43
5467, 5, 9000, -1149.78, 8059.33
5467, 6, 9000, -27.4368, 7962.09
5467, 7, 9000, -511.27, 8028.18
5467, 8, 9644, 1963.07, 7678.66
5468, 0, 9000, 118.831, 8089
5468, 1, 9000, 154.312, 8051.97
5468, 2, 9000, 13.4756, 8017.47
5468, 3, 9000, 229.06, 8051.34
5468, 4, 9000, -261.819, 8014.02
5468, 5, 9000, -15.0614, 8112.75
5468, 6, 9000, 88.4266, 8058.77
5468, 7, 13127, 36.3259, 6730.41
5469, 0, 9000, -274.877, 8085.26
5469, 1, 9000, 46.2421, 8071.03
5469, 2, 16400, 15.9894, 5963.88
5471, 0, 9000, -27.0045, 8146.62
5471, 1, 9000, 98.9397, 8138.78
5471, 2, 9000, -203.684, 8054.18
5471, 3, 9000, 151.565, 8174.69
5471, 4, 9000, -31.6404, 8069.18
5471, 5, 9000, 287.78, 8119.68
5471, 6, 9000, -201.536, 8057.18
