5408, 0, 100, 9000, 668.61, 9305.26, -1.98845e+08, 795008, 1.17945e+09, 216099, -5.85838e+08, 770222, 1.43174e+09, 212227
5408, 1, 100, 9000, -4418.67, 9209.43, -1.98845e+08, 795008, 1.17945e+09, 216099, -5.85838e+08, 770222, 1.43174e+09, 212227
5408, 2, 100, 9000, 2548.6, 9271.29, -1.98845e+08, 795008, 1.17945e+09, 216099, -5.85838e+08, 770222, 1.43174e+09, 212227
5408, 3, 100, 9000, 2153.61, 9263.32, -1.98845e+08, 795008, 1.17945e+09, 216099, -5.85838e+08, 770222, 1.43174e+09, 212227
5408, 4, 100, 9456, 10833.5, 8926.73, -1.98059e+08, 773145, 1.17924e+09, 209605, -5.85351e+08, 748697, 1.43168e+09, 206761
5409, 0, 100, 9000, 10830, 9196.3, -2.05419e+08, 746869, 1.20004e+09, 162825, -5.89356e+08, 735158, 1.44855e+09, 186759
5409, 1, 100, 15943, 2141.67, 6905.99, -2.0827e+08, 559780, 1.19602e+09, 129432, -5.92232e+08, 551893, 1.44528e+09, 143610
5439, 0, 101, 9000, 7409.05, 7625.65, -2.5657e+08, 637026, 1.21644e+09, 172878, -6.21747e+08, 1.13661e+06, 1.46704e+09, 215925
5439, 1, 101, 9000, -6427.04, 7661.82, -2.5657e+08, 637026, 1.21644e+09, 172878, -6.21747e+08, 1.13661e+06, 1.46704e+09, 215925
5439, 2, 101, 15720, 8912.38, 5786.34, -2.31876e+08, 426378, 1.21135e+09, 114508, -6.08103e+08, 575631, 1.46298e+09, 138450
5440, 0, 101, 9000, -2482.92, 7703.06, -1.67286e+08, 715170, 1.18959e+09, 341088, -5.53478e+08, 686772, 1.44063e+09, 395864
5440, 1, 101, 9000, -12775.1, 7641.14, -1.67286e+08, 715170, 1.18959e+09, 341088, -5.53478e+08, 686772, 1.44063e+09, 395864
5440, 2, 101, 9000, -3468.59, 7744.4, -1.67286e+08, 715170, 1.18959e+09, 341088, -5.53478e+08, 686772, 1.44063e+09, 395864
5440, 3, 101, 9000, 5794.71, 7655.89, -1.67286e+08, 715170, 1.18959e+09, 341088, -5.53478e+08, 686772, 1.44063e+09, 395864
5440, 4, 101, 9000, 14285.8, 7641.69, -1.67286e+08, 715170, 1.18959e+09, 341088, -5.53478e+08, 686772, 1.44063e+09, 395864
5440, 5, 101, 9000, 5356.65, 7607.75, -1.67286e+08, 715170, 1.18959e+09, 341088, -5.53478e+08, 686772, 1.44063e+09, 395864
5440, 6, 101, 11505, -6743.22, 6888.66, -1.65516e+08, 675106, 1.19519e+09, 303395, -5.51522e+08, 647366, 1.44716e+09, 349220
5441, 0, 101, 9000, 11047.6, 7672.01, 0, 0, 0, 0, 0, 0, 0, 0
5441, 1, 101, 9000, 11115.8, 7729.21, 0, 0, 0, 0, 0, 0, 0, 0
5441, 2, 101, 9000, -7017.29, 7779.01, 0, 0, 0, 0, 0, 0, 0, 0
5441, 3, 101, 9000, -15133.8, 7689.89, 0, 0, 0, 0, 0, 0, 0, 0
