5408, 0, 100, 9000, 2684.26, 9349.08
5408, 1, 100, 9000, -6618.84, 9241.51
5408, 2, 100, 9000, 3444.75, 9253.99
5408, 3, 100, 9000, 4517.52, 9285.83
5408, 4, 100, 11611, 13453, 8133.98
5409, 0, 100, 9000, 10797.6, 9228.82
5409, 1, 100, 16343, 2097.95, 6850.57
5439, 0, 101, 9000, 7319.7, 7638.41
5439, 1, 101, 9000, -5848.96, 7693.95
5439, 2, 101, 16838, 6024.91, 5600.38
5440, 0, 101, 9000, 2838.13, 7723.83
5440, 1, 101, 9000, -18368.2, 7629.26
5440, 2, 101, 9000, 115.139, 7772.8
5440, 3, 101, 9000, 5327.23, 7714.55
5440, 4, 101, 9000, 11399.4, 7655.48
5440, 5, 101, 9000, 3113.61, 7680.61
5440, 6, 101, 14840, -1465.72, 6054.43
5441, 0, 101, 9000, 9572.85, 7622.55
5441, 1, 101, 9000, 11653, 7785.69
5441, 2, 101, 9000, 3600.56, 7774.93
5441, 3, 101, 9000, -12847.5, 7703.15
5441, 4, 101, 9000, 6456.47, 7608.31
5441, 5, 101, 9000, -7347.31, 7505.06
5441, 6, 101, 13998, 7173.43, 6198.24
5442, 0, 101, 9000, -11111.4, 7778.78
5442, 1, 101, 9000, -820.295, 7639.32
5442, 2, 101, 9000, 3174.94, 7656.99
5442, 3, 101, 9000, -4714.04, 7766.85
5442, 4, 101, 9000, 1167.99, 7701.98
5442, 5, 101, 9000, 6676.13, 7719.19
5442, 6, 101, 10203, 10752.4, 7225.6
5443, 0, 101, 9000, 5757.45, 7609.08
5443, 1, 101, 9000, 9302.46, 7637.27
5443, 2, 101, 9000, -2860.66, 7617.39
5443, 3, 101, 9000, 8634.79, 7691.54
5443, 4, 101, 9000, 4345.66, 7635.79
5443, 5, 101, 9000, -6576.46, 7713.54
5443, 6, 101, 9000, 3616.71, 7835.8
5443, 7, 101, 11424, -4429.27, 6834.95
5444, 0, 101, 9000, -7093.16, 7680.87
5444, 1, 101, 9000, 652.452, 7740.98
5444, 2, 101, 9000, -15028.4, 7625.91
5444, 3, 101, 9000, 2269.68, 7757.76
5444, 4, 101, 9000, 395.046, 7636.62
5444, 5, 101, 9000, 7949.11, 7616.29
5444, 6, 101, 10261, -4336.78, 7221.34
5445, 0, 101, 9000, -4322.61, 7758.31
5445, 1, 101, 9000, -615.04, 7705.33
5445, 2, 101, 9000, -3933.92, 7726.68
5445, 3, 101, 9000, -3899.13, 7727.82
5445, 4, 101, 9000, -7329.96, 7675.01
5445, 5, 101, 9000, 8110.55, 7758.84
5445, 6, 101, 9000, 10214.8, 7793.87
5445, 7, 101, 9000, -393.661, 7731.03
5445, 8, 101, 15550, 3069.45, 5911.63
5446, 0, 101, 9836, 10672.6, 7401.92
5447, 0, 101, 9000, -403.227, 7744.56
5447, 1, 101, 14391, 7655.57, 6146.09
5448, 0, 101, 10184, 14876.7, 7285.14
5449, 0, 101, 9000, 22443.1, 8276.24
5449, 1, 101, 16501, 5667.75, 6090.44
5450, 0, 101, 9000, 6882.49, 8252.16
5450, 1, 101, 16110, -4630, 5983.2
5451, 0, 101, 9000, -9251.06, 7720.75
5451, 1, 101, 9000, 16216.9, 7711.48
5451, 2, 101, 9000, 7483.25, 7716.73
5451, 3, 101, 9884, -5694.81, 7376.52
5453, 0, 101, 9000, -4060.16, 7791.27
5453, 1, 101, 9000, 966.185, 7713.89
5453, 2, 101, 17796, 6717.05, 5519.71
5454, 0, 102, 9000, -17459.7, 8353.34
5454, 1, 102, 9000, 5825.05, 8273.48
5454, 2, 102, 9000, 5941.17, 8141.67
5454, 3, 102, 9000, 2619.94, 8260.98
5454, 4, 102, 9000, 7454.18, 8257.47
5454, 5, 102, 9000, 9536.45, 8170.76
5454, 6, 102, 9000, 2253.63, 8052.06
5454, 7, 102, 9000, -6588.76, 8189.33
5454, 8, 102, 13607, 13108.3, 6704.01
5455, 0, 102, 9000, -5457.95, 8317.45
5455, 1, 102, 9000, -919.164, 8228.55
5455, 2, 102, 9000, 11047.8, 8109.5
5455, 3, 102, 9000, -8091.11, 8191.04
5455, 4, 102, 9000, -2969.89, 8166.9
5455, 5, 102, 9000, 15997.7, 8231.56
5455, 6, 102, 9000, 1191.37, 8249.65
5455, 7, 102, 12653, -3443.94, 6877.73
5456, 0, 102, 9000, 7179.73, 8141.64
5456, 1, 102, 9000, -8192.82, 8157.85
5456, 2, 102, 9000, 6128.92, 8108.69
