5408, 0, 9000, 668.61, 9305.26
5408, 1, 9000, -4418.67, 9209.43
5408, 2, 9000, 2548.6, 9271.29
5408, 3, 9000, 2153.61, 9263.32
5408, 4, 9456, 10833.5, 8926.73
5409, 0, 9000, 10830, 9196.3
5409, 1, 15943, 2141.67, 6905.99
5439, 0, 9000, 7409.05, 7625.65
5439, 1, 9000, -6427.04, 7661.82
5439, 2, 15720, 8912.38, 5786.34
5440, 0, 9000, -2482.92, 7703.06
5440, 1, 9000, -12775.1, 7641.14
5440, 2, 9000, -3468.59, 7744.4
5440, 3, 9000, 5794.71, 7655.89
5440, 4, 9000, 14285.8, 7641.69
5440, 5, 9000, 5356.65, 7607.75
5440, 6, 11505, -6743.22, 6888.66
5441, 0, 9000, 11047.6, 7672.01
5441, 1, 9000, 11115.8, 7729.21
5441, 2, 9000, -7017.29, 7779.01
5441, 3, 9000, -15133.8, 7689.89
5441, 4, 9000, 6332.81, 7533.72
5441, 5, 9000, -785.672, 7584.78
5441, 6, 9835, 13103.2, 7367.96
5442, 0, 9000, -11506.4, 7783.31
5442, 1, 9000, 1781.51, 7637.09
5442, 2, 9000, 7360.27, 7674.32
5442, 3, 9000, 359.809, 7739.66
5442, 4, 9000, -6297.17, 7733.45
5442, 5, 14408, 13211, 6082.13
5443, 0, 9000, 3998.9, 7584.89
5443, 1, 9000, 8736.37, 7635.16
5443, 2, 9000, -6403.32, 7567.12
5443, 3, 9000, 11184.2, 7619.23
5443, 4, 9000, 4185.07, 7713.7
5443, 5, 9000, 807.598, 7741.14
5443, 6, 17001, -5416.74, 5623.44
5444, 0, 9000, -8696.06, 7597.23
5444, 1, 9000, 2359.95, 7702
5444, 2, 9000, -10442.4, 7609.1
5444, 3, 9000, -1551.08, 7773.02
5444, 4, 9000, -1554.72, 7557.18
5444, 5, 16027, 3004.92, 5757.68
5445, 0, 9000, -4282.77, 7743.22
5445, 1, 9000, 2999.02, 7695.21
5445, 2, 9000, -6182.41, 7705.42
5445, 3, 9000, -2412.42, 7707.68
5445, 4, 9000, -6538.18, 7658.28
5445, 5, 9000, 13851.1, 7757.39
5445, 6, 9000, 8657.19, 7795.66
5445, 7, 9000, 618.41, 7693.8
5445, 8, 14103, -3263.83, 6217.88
5446, 0, 8451, 10904.8, 7965.24
5447, 0, 9000, 1434.38, 7707.4
5447, 1, 11186, 8310.87, 6949.45
5448, 0, 8270, 13691.4, 8070.55
5449, 0, 9000, 26401.3, 8321.09
5449, 1, 13750, 5174.3, 6626.4
5450, 0, 9000, 7122.15, 8231.12
5450, 1, 12936, -5941.67, 6642.47
5451, 0, 9000, -14169.7, 7640.8
5451, 1, 9000, 11287.2, 7668.93
5451, 2, 14616, 3918.18, 6057.85
5453, 0, 9000, -659.517, 7785.11
5453, 1, 9000, -2458.98, 7684.16
5453, 2, 16202, 3700.42, 5751.27
5454, 0, 9000, -17652, 8329.32
5454, 1, 9000, 4164.52, 8242.8
5454, 2, 9000, 5297.26, 8115.12
5454, 3, 9000, 1149.18, 8256.07
5454, 4, 9000, 8397.97, 8245.35
5454, 5, 9000, 9689.73, 8133.93
5454, 6, 9000, -1171.13, 8088.33
5454, 7, 9000, -4198.5, 8154.94
5454, 8, 11983, 14132.4, 7141.13
5455, 0, 9000, -5876.02, 8292.73
5455, 1, 9000, -23.0421, 8240.33
5455, 2, 9000, 11858.3, 8095.33
5455, 3, 9000, -9262.7, 8160.56
5455, 4, 9000, 11656.9, 8125.73
5455, 5, 9000, 3735.65, 8208.81
5455, 6, 15935, -2527.2, 6132.31
5456, 0, 9000, 4364.3, 8156.42
5456, 1, 9000, -7957.57, 8081.86
5456, 2, 9000, 10669.1, 8092.81
5456, 3, 13994, 7269.6, 6521.98
5457, 0, 9000, 3238.02, 8085.27
5457, 1, 9000, 5420.37, 8112.47
5457, 2, 9000, -101.092, 8102.04
5457, 3, 9000, 2673.46, 8171.2
5457, 4, 9000, 7324, 8141.21
5457, 5, 9000, -8066.41, 8184.86
5457, 6, 9000, 4462.32, 8069.64
5457, 7, 9000, 7345.23, 8140.88
5457, 8, 14044, 9446.25, 6492.41
5458, 0, 9000, -4030.31, 8141.85
5458, 1, 9000, 13919, 8089.28
5458, 2, 9000, 16940, 8148.57
5458, 3, 9000, -4133.03, 8160.14
5458, 4, 9000, 9604.21, 8014.62
5458, 5, 9000, 1648.17, 8054.46
5458, 6, 9000, -12859.7, 8267.96
5458, 7, 9000, 5027.28, 8090.59
5458, 8, 9000, -2303.58, 8056.18
5458, 9, 9198, 10995, 7995.61
5459, 0, 9000, -4024.3, 8227.49
5459, 1, 9000, 1296.55, 8232.34
5459, 2, 9000, 10971.6, 8243.74
5459, 3, 9000, -8044.09, 8279.68
5459, 4, 9000, -4511.06, 8148.32
5459, 5, 9000, -5354.18, 7962.49
5459, 6, 17964, 6548.87, 5706.39
5460, 0, 9000, -7867.58, 8191.71
5460, 1, 9000, 3172.48, 8135.97
5460, 2, 9000, -13576.7, 8162.18
5460, 3, 9000, 5074.74, 8255.45
5460, 4, 9000, -8583.35, 8337.54
5460, 5, 9000, 2606.69, 8262.75
5460, 6, 9000, 2244.3, 8140.46
5460, 7, 9000, -3685.75, 8191.96
5460, 8, 9000, -7109.81, 8174.48
5460, 9, 12410, 6112.23, 6928.15
5461, 0, 9000, 7468.35, 8288.12
5461, 1, 9000, 15145.3, 8041.64
